Phone_ID,Brand,RAM_GB,Storage_GB,Screen_Size,Price_USD,Battery_mAh,OS,Rating,Quantity_Sold,Sales_Revenue,Profit,Location,month,year
883,Xiaomi,6,1024,7.4,1024,5075,Android,4.9,123,125952,31488,Chennai,December,2020
884,Xiaomi,6,1024,5.62,443,5514,iOS,3.2,355,157265,39316.25,Chennai,August,2023
885,Xiaomi,12,512,5.87,526,4910,Android,3.1,469,246694,61673.5,Ahmedabad,April,2024
886,Samsung,4,64,7.24,1186,3100,Android,4.8,173,205178,51294.5,Coimbatore,March,2022
887,Xiaomi,16,64,7.42,1270,3550,Android,4.5,318,,100965,Thiruvananthapuram,March,2022
888,Huawei,6,1024,6.11,960,5849,Android,5,431,413760,103440,Thiruvananthapuram,June,2022
889,OnePlus,16,128,5.8,1236,5400,Android,3.8,334,412824,103206,Nagpur,August,2023
890,OnePlus,6,512,6.32,1106,4705,Android,3.8,471,520926,130231.5,Kolkata,June,2020
891,Samsung,16,512,6.72,564,5343,Android,3.3,170,95880,23970,Delhi,June,2024
892,Xiaomi,8,1024,5.68,1444,3352,Android,3.2,395,570380,142595,Nagpur,June,2022
893,Xiaomi,6,1024,6.84,272,5955,Android,4.2,261,70992,17748,Lucknow,April,2022
894,Xiaomi,16,128,5.13,1269,4018,Android,3.7,438,555822,138955.5,Lucknow,July,2024
895,Google,4,128,5.12,,4179,Android,3.2,197,93181,23295.25,Mumbai,January,2023
896,Apple,8,64,5.97,407,4097,Android,4.8,127,51689,12922.25,Vijayawada,July,2024
897,Google,8,512,5.88,323,5502,Android,3.4,414,133722,33430.5,Indore,November,2024
898,Apple,4,512,5.79,1233,5759,Android,4.5,63,77679,19419.75,Jaipur,November,2020
899,Xiaomi,16,1024,6.23,1410,3979,Android,3.6,185,260850,65212.5,Delhi,August,2020
900,Xiaomi,12,64,5.8,742,4355,iOS,4.6,353,261926,65481.5,Lucknow,November,2023
901,Google,4,512,5.48,259,3738,Android,3.2,446,115514,28878.5,Delhi,February,2022
902,Google,16,64,5.77,1098,3976,Android,4.5,329,361242,90310.5,Nagpur,May,2022
903,Apple,4,64,7.44,1085,4371,Android,3.2,128,138880,34720,Thiruvananthapuram,November,2020
904,OnePlus,4,1024,6.03,981,5280,Android,3.9,292,286452,71613,Lucknow,May,2024
905,Apple,6,64,6.11,641,4801,Android,4.5,242,,38780.5,Indore,October,2021
906,Google,16,128,6.44,1440,5149,Android,3.3,467,672480,168120,Mumbai,May,2020
907,Huawei,12,128,7.46,1110,3952,Android,3.6,291,323010,80752.5,Pune,February,2023
908,Google,6,256,5.6,1225,3480,Android,4.7,100,122500,30625,Mysore,May,2021
909,Huawei,4,1024,6.7,1031,4237,Android,4.8,281,289711,72427.75,Chandigarh,January,2023
910,Samsung,4,256,6.79,1207,3107,Android,3.1,308,371756,92939,Bangalore,May,2023
911,Google,4,128,6.52,825,3972,Android,3.3,433,357225,89306.25,Bangalore,May,2023
912,Samsung,16,256,5.22,1388,4626,Android,3.2,424,588512,147128,Hyderabad,December,2021
913,OnePlus,16,1024,6.69,1197,3703,Android,3.4,267,319599,79899.75,Mysore,December,2022
914,Apple,6,1024,5.16,933,5382,Android,4.9,255,237915,59478.75,Bangalore,July,2021
915,Huawei,12,64,6.49,,5133,Android,4.1,363,105270,26317.5,Indore,July,2023
916,Apple,6,512,6.85,366,5781,Android,3.9,430,157380,39345,Patna,January,2023
917,Samsung,8,64,5.53,1158,3874,iOS,5,418,484044,121011,Pune,July,2022
918,Huawei,4,1024,7.1,406,4447,iOS,4.1,360,146160,36540,Mumbai,January,2024
919,Apple,4,128,5.08,1288,5411,Android,4.3,424,546112,136528,Indore,July,2022
920,Google,4,128,7.11,715,5107,Android,3.7,169,120835,30208.75,Indore,April,2022
921,Xiaomi,6,64,6.15,1380,4273,Android,3.8,129,178020,44505,Hyderabad,July,2020
922,Samsung,6,1024,5.54,946,,iOS,4.2,91,86086,21521.5,Chennai,August,2020
923,Apple,4,128,5.33,505,3116,Android,3.1,70,,8837.5,Jaipur,June,2021
924,Samsung,6,1024,7.38,594,3873,Android,3.5,59,35046,8761.5,Jaipur,December,2021
925,Samsung,16,128,5.18,1297,5962,Android,3.4,362,469514,117378.5,Delhi,February,2021
926,Huawei,16,1024,5.5,386,3967,Android,3,202,77972,19493,Bhopal,May,2022
927,Huawei,6,256,5.87,822,4568,iOS,4.1,361,296742,74185.5,Jaipur,June,2021
928,Xiaomi,4,1024,6.55,929,3043,Android,4.1,343,318647,79661.75,Jaipur,March,2020
929,Google,6,1024,6.36,439,3508,Android,3.8,135,59265,14816.25,Hyderabad,October,2020
930,Samsung,6,64,5.31,732,5011,iOS,3.5,162,118584,29646,Chennai,October,2022
931,Apple,6,256,5.72,340,4188,Android,4.3,238,80920,20230,Indore,July,2024
932,OnePlus,8,512,5.6,1488,4315,Android,3.3,161,239568,59892,Patna,April,2020
933,Samsung,16,64,5.53,338,3848,Android,4,224,75712,18928,Coimbatore,May,2021
934,Samsung,12,512,6.03,658,4879,Android,4.5,359,236222,59055.5,Nagpur,June,2022
935,Xiaomi,12,128,6.76,,3916,Android,3.3,351,94419,23604.75,Coimbatore,December,2020
936,Google,8,512,5.54,584,5945,Android,4.5,53,30952,7738,Bangalore,November,2021
937,OnePlus,6,1024,5.92,829,3798,Android,4.5,271,224659,56164.75,Chandigarh,September,2020
938,Huawei,8,512,5.98,397,3875,iOS,3.1,499,198103,49525.75,Kolkata,August,2020
939,Huawei,8,64,7.44,,4760,Android,3,270,109080,27270,Chandigarh,June,2024
940,Apple,4,64,7.39,767,5333,Android,4.9,220,168740,42185,Bangalore,January,2023
941,OnePlus,16,512,7,1181,5731,Android,3.4,367,433427,108356.75,Chennai,September,2021
942,Huawei,12,64,5.6,1004,3818,Android,4.6,262,263048,65762,Lucknow,December,2021
943,Apple,6,64,5.17,1058,5168,iOS,4.1,302,319516,79879,Delhi,January,2024
944,Google,12,512,5.79,1081,3944,Android,3.5,173,187013,46753.25,Chennai,December,2024
945,Apple,12,256,5.67,1173,3906,Android,3.3,177,207621,,Jaipur,February,2023
946,Huawei,16,256,6.26,839,3012,Android,4,262,219818,54954.5,Delhi,February,2021
947,Xiaomi,12,128,6.94,524,3602,Android,3.8,161,84364,21091,Chandigarh,February,2023
948,Xiaomi,12,64,7.15,641,3199,Android,4.4,134,85894,21473.5,Mysore,July,2024
949,Xiaomi,8,512,7.11,1003,5633,Android,4.8,53,53159,13289.75,Pune,May,2021
950,Huawei,16,64,5.9,487,4791,Android,4.6,114,55518,13879.5,Mumbai,August,2023
951,Xiaomi,4,1024,6.72,425,3447,iOS,3.5,367,155975,38993.75,Mysore,January,2021
952,OnePlus,6,64,5.78,1287,4811,Android,4.8,395,508365,127091.25,Ahmedabad,November,2020
953,Google,12,64,5.15,1166,3840,Android,4.7,169,197054,49263.5,Vijayawada,June,2022
954,Apple,6,256,6.75,1137,3589,Android,4.9,292,332004,83001,Lucknow,October,2024
955,Apple,4,512,5.02,759,4153,iOS,3.9,435,330165,82541.25,Thiruvananthapuram,June,2020
956,Huawei,6,64,6.02,913,5936,iOS,4.5,186,169818,42454.5,Coimbatore,January,2023
957,Xiaomi,4,256,5.82,697,5090,Android,4.2,296,206312,51578,Ahmedabad,June,2024
958,Xiaomi,8,128,6.73,1048,3519,Android,3.6,490,513520,128380,Coimbatore,September,2020
959,Samsung,12,256,6.92,1125,4036,Android,5,94,105750,26437.5,Mumbai,February,2020
960,Google,4,256,5.76,259,3724,Android,3.1,195,50505,12626.25,Chennai,March,2022
961,OnePlus,6,256,7.03,456,5670,Android,3.3,417,190152,,Bhopal,April,2023
962,Apple,12,64,5.73,776,3987,Android,4.8,225,174600,43650,Nagpur,March,2021
963,Samsung,8,64,6.12,,3802,Android,3.1,91,39858,9964.5,Bhopal,May,2020
964,Samsung,12,128,6.82,237,5582,Android,4.8,346,82002,20500.5,Surat,February,2020
965,Huawei,4,1024,6.73,224,,iOS,4.4,138,30912,7728,Lucknow,May,2021
966,Apple,8,1024,7.47,609,3526,Android,3.1,267,162603,40650.75,Pune,June,2024
967,Huawei,6,1024,5.56,660,,Android,3.9,491,324060,81015,Hyderabad,November,2021
968,OnePlus,8,128,6.66,1187,4138,Android,4.5,277,328799,82199.75,Chandigarh,May,2023
969,Samsung,8,1024,6.52,556,3459,Android,4.2,347,192932,48233,Delhi,May,2020
970,Samsung,16,1024,7.29,582,5879,Android,4.9,340,197880,49470,Ahmedabad,January,2020
971,Google,8,256,5.39,1381,5552,Android,4.7,471,650451,162612.75,Patna,August,2021
972,OnePlus,8,64,6.88,768,3931,Android,3.7,116,89088,22272,Chandigarh,December,2024
973,Samsung,12,64,6.42,1271,4986,Android,3.2,300,381300,95325,Coimbatore,April,2024
974,OnePlus,6,256,5.69,632,3324,Android,4.9,90,56880,14220,Thiruvananthapuram,December,2020
975,Apple,12,256,6.19,255,3578,Android,4,148,37740,9435,Vijayawada,December,2023
976,Xiaomi,12,256,5.83,776,5808,Android,3.1,355,275480,68870,Bhopal,September,2024
977,Samsung,4,64,6.45,467,5898,Android,4.6,409,191003,47750.75,Mysore,April,2024
978,Google,12,1024,7.22,268,4537,iOS,4.7,391,104788,26197,Jaipur,June,2020
979,Apple,16,256,6.42,1101,5549,Android,4.3,128,140928,35232,Surat,July,2020
980,OnePlus,16,128,6.58,992,5000,Android,3.9,350,347200,86800,Vijayawada,October,2021
981,Huawei,4,256,6.3,456,5381,Android,4.3,248,113088,28272,Bhopal,May,2024
982,Apple,6,512,5.13,871,5331,Android,4.4,196,170716,42679,Indore,December,2024
983,Samsung,6,256,5.58,689,3474,Android,4.8,155,106795,26698.75,Chennai,December,2024
984,OnePlus,12,64,6.23,945,4077,iOS,4.9,450,425250,106312.5,Jaipur,July,2024
985,Xiaomi,12,256,5.78,248,4481,Android,4,242,60016,15004,Indore,October,2022
986,Apple,12,512,5.45,515,4602,iOS,4.6,171,88065,22016.25,Chandigarh,December,2021
987,Samsung,6,128,6.26,612,4443,Android,4.9,126,77112,19278,Lucknow,May,2021
988,Google,8,1024,5.81,633,3631,Android,3.3,361,228513,57128.25,Coimbatore,April,2022
989,Huawei,16,256,5.65,1225,3702,Android,3,161,197225,49306.25,Jaipur,January,2022
990,OnePlus,8,512,6.16,1368,5456,Android,4.7,398,544464,136116,Hyderabad,February,2022
991,Apple,8,512,5.33,619,3981,Android,3.4,346,214174,53543.5,Jaipur,June,2020
992,Apple,6,128,7.32,1043,4327,Android,3.1,219,228417,57104.25,Coimbatore,June,2024
993,Xiaomi,8,64,7.17,1115,4958,Android,3.3,55,61325,15331.25,Delhi,May,2020
994,Xiaomi,4,256,6.77,633,3558,Android,3.8,246,155718,38929.5,Nagpur,December,2022
995,Google,12,512,5.27,842,3221,Android,3.4,147,123774,30943.5,Mumbai,January,2023
996,Huawei,4,128,6.94,256,4556,Android,3.6,378,96768,24192,Patna,April,2020
997,Google,16,1024,7.02,1163,5205,iOS,5,279,324477,81119.25,Kolkata,May,2024
998,Samsung,12,512,6.92,1176,3347,Android,4.4,217,255192,63798,Bhopal,November,2023
999,Samsung,8,128,5.28,1401,,Android,4.4,346,484746,121186.5,Bangalore,February,2023
1000,Google,16,64,6.61,245,3888,Android,3.2,314,76930,19232.5,Delhi,May,2021
1001,Huawei,12,64,7.09,1393,,Android,4.5,57,79401,19850.25,Pune,October,2022
1002,Google,8,512,6.44,1494,4258,Android,4.5,221,330174,82543.5,Mumbai,July,2021
1003,Huawei,4,512,6.62,616,5709,Android,4.3,491,302456,75614,Bangalore,December,2024
1004,Huawei,12,256,6.15,1047,3404,Android,3.5,409,428223,107055.75,Mysore,August,2022
1005,OnePlus,8,128,6.32,338,4280,Android,3.8,244,82472,20618,Chandigarh,February,2023
1006,Huawei,4,512,5.09,,3676,Android,4.7,318,141828,35457,Hyderabad,January,2020
1007,Xiaomi,16,256,6.6,1371,3588,iOS,4.3,68,93228,23307,Jaipur,March,2020
1008,Huawei,16,256,5.2,429,4620,Android,4.5,403,172887,43221.75,Pune,November,2024
1009,Huawei,16,512,6.09,,5605,iOS,4.2,401,397391,99347.75,Jaipur,March,2022
1010,Huawei,16,64,5.73,836,5952,Android,3.9,98,81928,20482,Mumbai,September,2021
1011,Samsung,6,128,6.36,573,5526,Android,4.5,405,232065,58016.25,Surat,November,2024
1012,Xiaomi,12,128,5.33,1303,5534,Android,3.1,387,504261,126065.25,Mysore,November,2023
1013,Xiaomi,12,64,6.73,937,4594,Android,4.3,207,,48489.75,Hyderabad,December,2021
1014,Google,6,512,6.99,1288,3565,Android,5,115,148120,37030,Thiruvananthapuram,August,2024
1015,OnePlus,8,128,5.41,287,5571,iOS,4.6,396,113652,28413,Hyderabad,October,2021
1016,Huawei,8,512,5.26,1311,3703,Android,3.6,108,141588,35397,Vijayawada,October,2024
1017,Apple,16,512,5.36,912,5868,Android,3.6,358,326496,81624,Hyderabad,February,2023
1018,OnePlus,4,256,7.19,1427,3857,Android,4.3,357,509439,127359.75,Kolkata,April,2024
1019,OnePlus,8,64,6.32,800,4284,Android,4.8,386,308800,77200,Patna,December,2020
1020,Xiaomi,4,512,6.17,738,3584,Android,4.2,208,153504,38376,Lucknow,February,2021
1021,OnePlus,12,1024,5.27,413,5733,iOS,4.1,320,,33040,Lucknow,July,2020
1022,Huawei,4,64,6.62,273,3231,Android,3.3,170,46410,11602.5,Delhi,September,2024
1023,Huawei,12,128,7.17,260,5317,Android,4.4,303,78780,19695,Jaipur,October,2024
1024,Samsung,6,256,7.07,897,5987,Android,4.4,453,406341,101585.25,Bhopal,August,2020
1025,Huawei,6,128,6.57,1442,5921,Android,4.9,310,447020,111755,Ahmedabad,September,2023
1026,Huawei,16,128,5.19,211,4245,iOS,3.6,184,38824,9706,Lucknow,January,2024
1027,Xiaomi,8,64,5.28,1013,3051,Android,4.5,323,327199,81799.75,Delhi,December,2022
1028,Huawei,16,128,5.12,231,5163,Android,3.9,105,24255,6063.75,Bangalore,December,2022
1029,Samsung,12,512,5.64,1383,3537,Android,4.1,380,525540,131385,Mysore,January,2020
1030,Apple,16,128,5.34,1200,3540,Android,4.6,145,174000,43500,Surat,May,2024
1031,Xiaomi,4,256,5.65,436,4042,Android,3.4,163,71068,17767,Chennai,April,2020
1032,Apple,12,256,5.96,1404,3814,Android,3.7,406,570024,142506,Nagpur,August,2024
1033,Xiaomi,6,1024,7.36,757,4415,Android,4.5,478,361846,90461.5,Jaipur,September,2023
1034,Google,8,256,6.53,1303,5838,Android,4.1,77,100331,25082.75,Chennai,February,2020
1035,OnePlus,12,128,7.09,846,4652,Android,3.2,355,300330,75082.5,Kolkata,July,2024
1036,Google,12,256,6.78,1186,5665,Android,3.9,51,60486,15121.5,Pune,October,2024
1037,Huawei,4,64,5.28,1019,3418,iOS,4.2,261,265959,66489.75,Mumbai,June,2022
1038,Apple,8,256,6.84,672,5356,Android,4.8,117,78624,19656,Kolkata,November,2020
1039,Huawei,6,512,5.69,311,3863,Android,3.4,177,55047,13761.75,Bangalore,January,2020
1040,OnePlus,12,64,6.6,,3185,Android,4.6,382,222324,55581,Hyderabad,December,2023
1041,Xiaomi,12,1024,5.85,216,3260,Android,3.3,73,15768,3942,Pune,October,2024
1042,OnePlus,4,512,7.49,692,4551,Android,3.5,302,208984,52246,Patna,June,2022
1043,Samsung,16,128,5.66,1125,4296,Android,3.5,417,469125,117281.25,Delhi,January,2024
1044,OnePlus,6,128,5.7,316,5207,Android,4.8,279,88164,22041,Indore,September,2021
1045,Samsung,8,128,7.33,1079,5917,Android,3.4,225,242775,60693.75,Bhopal,May,2020
1046,OnePlus,12,512,5.06,314,3761,Android,4.6,478,150092,37523,Pune,August,2024
1047,Samsung,12,512,6.74,1013,3223,iOS,3.9,424,429512,107378,Chennai,June,2023
1048,Apple,6,512,6.81,843,4279,Android,5,270,227610,56902.5,Thiruvananthapuram,April,2020
1049,Huawei,16,64,7.09,535,3179,Android,4.7,491,262685,,Pune,June,2020
1050,Huawei,12,64,7.44,1121,5067,Android,4.5,85,95285,23821.25,Bhopal,October,2023
1051,Google,6,128,7.44,346,4647,Android,4.7,51,17646,4411.5,Chennai,November,2020
1052,Huawei,4,256,5.16,321,3631,Android,4.3,432,138672,34668,Mumbai,December,2022
1053,Xiaomi,16,128,7.05,280,4536,iOS,4.7,410,114800,28700,Chennai,April,2024
1054,OnePlus,8,1024,6.62,884,5105,Android,3.5,323,285532,71383,Kolkata,June,2021
1055,Google,12,64,6.62,,5770,Android,3.2,226,194586,48646.5,Surat,August,2023
1056,Xiaomi,6,512,5.32,574,4963,Android,4.2,313,179662,44915.5,Ahmedabad,September,2020
1057,Xiaomi,4,64,6.63,262,3614,Android,3.9,235,,15392.5,Mumbai,December,2020
1058,Samsung,8,512,7.46,703,3561,Android,3.9,64,44992,11248,Nagpur,July,2023
1059,Huawei,6,1024,7.28,867,5421,Android,4.1,450,390150,97537.5,Chandigarh,November,2024
1060,Apple,6,1024,6.1,648,3621,Android,3.7,328,212544,53136,Nagpur,March,2022
1061,Apple,8,64,5.1,1067,5135,Android,4.3,243,259281,64820.25,Bangalore,November,2022
1062,Google,4,512,5.91,879,4013,Android,3.1,247,217113,54278.25,Indore,February,2022
1063,Apple,4,1024,7.07,1389,5061,Android,4.9,398,552822,138205.5,Jaipur,October,2020
1064,OnePlus,16,128,6.75,660,5180,Android,4.8,460,303600,75900,Surat,May,2021
1065,Apple,12,128,6.15,,4960,Android,4.9,470,309260,77315,Kolkata,January,2021
1066,Google,8,512,5.14,1412,4057,Android,3.7,354,499848,124962,Patna,April,2021
1067,Apple,8,64,6.07,663,5939,Android,4.1,113,74919,18729.75,Mumbai,November,2022
1068,OnePlus,8,1024,6.17,1111,3591,iOS,4.9,339,376629,94157.25,Delhi,December,2021
1069,Samsung,4,64,7.32,578,3582,Android,4.8,67,38726,9681.5,Bhopal,February,2022
1070,Google,12,128,6.6,1225,4613,Android,4.6,113,,34606.25,Mumbai,July,2020
1071,Samsung,16,1024,5.78,563,4101,Android,3.8,411,231393,57848.25,Nagpur,September,2021
1072,Samsung,6,64,6.31,271,3288,Android,4.1,379,102709,25677.25,Thiruvananthapuram,December,2022
1073,Samsung,6,256,5.17,837,4568,Android,4.6,407,340659,85164.75,Pune,September,2020
1074,Xiaomi,8,512,7.43,1393,5926,Android,3.5,300,417900,104475,Mysore,March,2021
1075,Huawei,12,512,5.9,1428,4443,Android,4.3,477,681156,170289,Patna,September,2021
1076,Xiaomi,4,256,6.19,536,3006,iOS,4.7,66,35376,8844,Ahmedabad,May,2020
1077,Huawei,12,128,5.89,394,4183,Android,4.4,492,193848,48462,Nagpur,December,2020
1078,Samsung,12,1024,6.71,1211,3239,Android,4,190,230090,57522.5,Kolkata,April,2024
1079,Google,4,512,6.66,852,4986,iOS,4.2,357,304164,76041,Hyderabad,March,2020
1080,Huawei,8,256,6.79,1498,4446,Android,5,493,738514,184628.5,Nagpur,November,2022
1081,OnePlus,12,256,5.67,206,5583,Android,4.2,475,97850,24462.5,Bangalore,July,2021
1082,OnePlus,6,128,5.79,1104,4749,Android,4.6,369,407376,101844,Patna,February,2021
1083,Apple,4,128,5.31,1178,5117,Android,4.5,294,346332,86583,Vijayawada,September,2020
1084,Huawei,16,64,6.64,765,4903,Android,4.4,499,381735,95433.75,Bangalore,January,2024
1085,Google,8,512,5.1,815,5263,Android,4.4,339,276285,69071.25,Ahmedabad,September,2022
1086,Xiaomi,4,64,6.49,772,4077,Android,3.9,400,308800,77200,Delhi,June,2021
1087,Samsung,16,256,7.17,798,5853,Android,3.9,136,108528,27132,Bangalore,September,2023
1088,Apple,16,1024,7.23,969,,iOS,3.9,248,240312,60078,Chennai,March,2024
1089,OnePlus,12,1024,6.12,1401,3847,iOS,3.1,407,570207,142551.75,Lucknow,September,2023
1090,Xiaomi,12,128,6.15,441,4311,Android,3.5,497,219177,54794.25,Jaipur,June,2020
1091,Xiaomi,12,1024,5.19,1426,5092,Android,3.3,210,299460,74865,Bangalore,July,2022
1092,Samsung,4,1024,6.68,1303,5876,iOS,4.8,189,246267,61566.75,Ahmedabad,July,2021
1093,Huawei,4,1024,7.05,965,5245,Android,3.5,125,120625,30156.25,Bhopal,October,2024
1094,OnePlus,8,256,5.61,,4239,iOS,3.3,68,39644,9911,Indore,November,2024
1095,Google,12,1024,6.05,590,4504,Android,3.2,442,260780,65195,Delhi,March,2022
1096,Xiaomi,16,1024,7.1,1095,4332,Android,4.4,379,415005,103751.25,Jaipur,May,2020
1097,Samsung,6,1024,7.19,887,5943,Android,3,450,399150,99787.5,Mumbai,October,2024
1098,Google,8,64,5.61,1349,5379,Android,3.9,99,133551,33387.75,Delhi,October,2020
1099,Huawei,4,256,6.38,246,3695,Android,3.2,281,69126,17281.5,Hyderabad,May,2020
1100,OnePlus,8,128,5.48,818,3026,Android,4.7,344,281392,,Hyderabad,April,2024
1101,Huawei,8,64,5.25,663,5365,Android,4.9,474,314262,78565.5,Jaipur,October,2020
1102,Xiaomi,8,512,7.28,322,5412,Android,4.9,443,142646,35661.5,Chennai,November,2024
1103,Google,8,256,7.05,333,3959,Android,3.9,61,20313,5078.25,Ahmedabad,September,2023
1104,Google,6,256,6.9,1040,4526,Android,4.3,384,399360,99840,Delhi,November,2021
1105,Google,12,512,5.12,1048,4868,iOS,4.2,64,67072,16768,Chandigarh,November,2024
1106,Xiaomi,16,512,7.11,806,3372,Android,3.7,77,62062,15515.5,Surat,September,2023
1107,Xiaomi,8,512,6.1,222,4949,Android,3.9,437,97014,24253.5,Mysore,April,2022
1108,Huawei,8,128,5.86,765,3244,Android,3.1,341,,65216.25,Chandigarh,April,2024
1109,Apple,8,1024,6.37,965,4840,iOS,4.6,424,409160,102290,Vijayawada,December,2022
1110,Huawei,12,256,5.23,1164,4676,Android,3.5,370,430680,107670,Hyderabad,August,2020
1111,OnePlus,4,1024,6.89,434,5525,Android,3.9,299,129766,32441.5,Hyderabad,October,2021
1112,Samsung,4,1024,6.46,1195,3124,Android,4,147,175665,43916.25,Delhi,March,2024
1113,Google,6,512,5.47,1282,3536,Android,4.1,352,451264,112816,Nagpur,January,2022
1114,Apple,4,128,5.47,1387,5753,Android,4.6,386,535382,133845.5,Patna,November,2020
1115,Samsung,8,64,5.46,1025,4919,Android,4.4,88,90200,,Coimbatore,March,2022
1116,Apple,8,128,5.14,415,4635,Android,4.3,87,36105,9026.25,Chennai,September,2022
1117,Huawei,8,1024,6.47,1406,4425,Android,4.1,349,490694,122673.5,Delhi,July,2020
1118,Xiaomi,6,128,7.1,856,4540,Android,3.2,228,195168,48792,Jaipur,May,2024
1119,Google,8,512,5.04,1134,3530,Android,3.8,146,,41391,Jaipur,October,2024
1120,Huawei,4,64,5.12,1313,5833,iOS,4.9,429,563277,140819.25,Mumbai,July,2023
1121,Samsung,12,512,6.43,510,3253,Android,5,331,168810,42202.5,Indore,August,2024
1122,Samsung,12,64,7.05,756,5168,Android,4.5,287,216972,54243,Bhopal,May,2024
1123,Samsung,16,1024,5.82,1171,3660,Android,3.5,213,249423,62355.75,Patna,February,2023
1124,Samsung,4,64,5.87,456,4801,Android,3.2,146,66576,16644,Thiruvananthapuram,February,2024
1125,Samsung,8,64,6.49,732,4060,Android,3.8,306,223992,55998,Vijayawada,October,2023
1126,Apple,12,64,5.69,251,4365,iOS,4.7,358,89858,22464.5,Chennai,March,2023
1127,Huawei,4,128,5.07,1394,4036,Android,4.4,311,433534,108383.5,Vijayawada,June,2021
1128,Google,12,128,6.84,1290,4206,Android,4.8,342,441180,110295,Mysore,June,2024
1129,Xiaomi,8,1024,6.56,499,5135,Android,4.2,307,153193,38298.25,Kolkata,June,2022
1130,Xiaomi,12,64,6.45,871,5093,Android,3.3,298,259558,64889.5,Chandigarh,January,2021
1131,Huawei,16,256,6.85,977,4142,Android,3.2,294,287238,71809.5,Ahmedabad,January,2020
1132,Huawei,16,1024,6.69,1031,5980,Android,3.1,300,309300,77325,Chennai,January,2020
1133,Xiaomi,12,64,5.51,431,4554,Android,4.1,172,74132,18533,Thiruvananthapuram,November,2020
1134,Xiaomi,4,64,5.88,1174,4755,Android,3.5,374,439076,109769,Coimbatore,July,2021
1135,Apple,4,128,5.32,1291,4965,Android,4.5,218,281438,70359.5,Indore,October,2020
1136,OnePlus,4,1024,5.32,227,3744,iOS,4.4,484,109868,27467,Bangalore,August,2021
1137,Google,12,64,6.69,1274,4629,Android,3.6,224,285376,71344,Mysore,September,2021
1138,Samsung,4,64,7.15,1483,3966,Android,3.4,318,471594,117898.5,Kolkata,April,2024
1139,OnePlus,8,1024,7.41,790,3762,Android,3.2,253,199870,49967.5,Kolkata,January,2023
1140,Huawei,16,256,6.57,984,5809,Android,4.5,374,368016,92004,Chennai,April,2020
1141,Xiaomi,8,1024,5.46,819,3793,Android,3.9,115,94185,23546.25,Mysore,May,2021
1142,OnePlus,4,1024,5.26,785,3743,Android,3.6,364,285740,71435,Jaipur,February,2022
1143,Google,8,256,7.03,,4069,Android,4.7,373,447973,111993.25,Bhopal,August,2024
1144,Huawei,4,1024,6.45,383,4531,Android,4.2,108,41364,10341,Chandigarh,December,2021
1145,Samsung,12,64,6.55,1246,3557,Android,4,268,333928,83482,Bhopal,August,2022
1146,Samsung,8,1024,6.95,328,4994,Android,4.5,422,138416,34604,Vijayawada,July,2020
1147,Google,12,256,6.76,490,3525,iOS,4.6,315,154350,38587.5,Patna,August,2020
1148,Google,12,512,7.09,700,5644,iOS,4.4,190,133000,33250,Mumbai,July,2022
1149,Xiaomi,6,1024,5.14,385,3839,Android,3.9,285,,27431.25,Chennai,October,2022
1150,Samsung,4,128,6.87,678,3002,Android,3.8,435,294930,,Mysore,May,2023
1151,Huawei,16,64,7.13,,4051,Android,4.5,267,184497,46124.25,Nagpur,May,2022
1152,OnePlus,4,64,5.72,712,4404,Android,4,64,45568,11392,Hyderabad,February,2020
1153,Huawei,16,128,6.6,1290,3156,Android,4.4,351,452790,113197.5,Mysore,September,2021
1154,Apple,4,128,5.79,666,5902,Android,4.8,490,326340,81585,Kolkata,April,2024
1155,Apple,12,1024,7.39,484,4937,Android,4.8,187,90508,,Surat,May,2022
1156,Google,8,128,5.08,800,4954,iOS,3.6,455,364000,91000,Indore,February,2021
1157,Xiaomi,8,512,6.45,1323,3510,Android,3.4,281,371763,92940.75,Coimbatore,April,2023
1158,Apple,6,256,5.42,388,3686,Android,3.5,138,53544,13386,Delhi,September,2021
1159,Samsung,16,128,6.78,1188,4137,Android,4.5,126,149688,37422,Coimbatore,November,2024
1160,Huawei,16,128,5.44,1089,4412,iOS,3.7,185,,50366.25,Delhi,May,2023
1161,Huawei,16,512,5.59,587,4510,Android,3.3,454,266498,66624.5,Pune,April,2024
1162,Google,12,64,6.24,440,3570,Android,3.2,455,200200,50050,Kolkata,March,2021
1163,OnePlus,16,64,7.29,616,3714,Android,3.7,159,97944,24486,Nagpur,August,2024
1164,Google,8,1024,5.53,375,4338,Android,3.3,402,150750,37687.5,Lucknow,July,2020
1165,OnePlus,12,512,5.36,586,5286,Android,3.3,350,205100,51275,Vijayawada,May,2024
1166,Google,4,256,6.9,1052,5350,Android,4.4,140,147280,36820,Mysore,August,2024
1167,Google,16,256,6.25,1456,5654,Android,3,473,688688,172172,Coimbatore,July,2023
1168,Google,16,512,7.28,,3990,Android,3.2,419,361178,90294.5,Chandigarh,November,2022
1169,OnePlus,4,256,5.37,651,3333,Android,4.7,455,296205,74051.25,Thiruvananthapuram,February,2023
1170,OnePlus,16,64,6.61,476,5160,Android,4.7,463,220388,55097,Lucknow,April,2020
1171,Google,4,256,5.58,1452,4644,Android,3.7,239,347028,86757,Vijayawada,May,2023
1172,Apple,12,256,5.39,1394,3361,Android,3.2,122,,42517,Chennai,February,2021
